Itasca,IL,41.9772,-88.0183
LaSalle,IL,41.3589,-89.0737
Steger,IL,41.4723,-87.6176
Harvard,IL,42.4296,-88.6211
Bethalto,IL,38.9015,-90.0466
Rochelle,IL,41.9197,-89.0629
Manhattan,IL,41.4274,-87.9805
Riverside,IL,41.831,-87.8169
Mahomet,IL,40.1888,-88.3901
Sugar Grove,IL,41.7759,-88.4481
Frankfort Square,IL,41.5219,-87.8031
Willowbrook,IL,41.7641,-87.9454
Lynwood,IL,41.5235,-87.551
Olney,IL,38.7285,-88.0839
Harwood Heights,IL,41.9663,-87.8057
Hawthorn Woods,IL,42.2313,-88.0624
Manteno,IL,41.247,-87.8457
Glencoe,IL,42.1347,-87.7641
Monmouth,IL,40.914,-90.6425
Rock Falls,IL,41.7724,-89.6928
Mascoutah,IL,38.5192,-89.8045
Savoy,IL,40.06,-88.2552
Lake Villa,IL,42.4184,-88.0836
Clarendon Hills,IL,41.7981,-87.9568
Glenwood,IL,41.541,-87.6118
Paris,IL,39.6148,-87.6903
Crete,IL,41.4401,-87.6235
Harrisburg,IL,37.7374,-88.5457
Hillside,IL,41.8675,-87.9019
Long Grove,IL,42.1967,-88.0058
Gilberts,IL,42.1097,-88.3715
Oak Brook,IL,41.8373,-87.9516
Maryville,IL,38.7264,-89.9647
Island Lake,IL,42.2782,-88.1999
Rockton,IL,42.4445,-89.0634
Hampshire,IL,42.1124,-88.5118
Broadview,IL,41.8583,-87.8562
South Beloit,IL,42.4825,-89.026
Silvis,IL,41.4976,-90.4101
Lincolnshire,IL,42.1958,-87.9182
Park City,IL,42.3521,-87.8914
West Dundee,IL,42.0981,-88.3066
Chester,IL,37.92,-89.826
Princeton,IL,41.3807,-89.464
Inverness,IL,42.1153,-88.1019
Jerseyville,IL,39.1176,-90.327
Round Lake Park,IL,42.3309,-88.075
Marengo,IL,42.2299,-88.6163
North Riverside,IL,41.8461,-87.8263
West Frankfort,IL,37.8997,-88.9301
Murphysboro,IL,37.7678,-89.3324
Salem,IL,38.6279,-88.9591
Robinson,IL,39.0089,-87.7333
University Park,IL,41.4461,-87.7154
Sandwich,IL,41.6497,-88.6179
Calumet Park,IL,41.665,-87.6577
Benton,IL,38.0109,-88.9179
Stickney,IL,41.8183,-87.773
Clinton,IL,40.1468,-88.9633
Mendota,IL,41.5553,-89.1041
Litchfield,IL,39.1954,-89.63
Mount Carmel,IL,38.4187,-87.7695
Orland Hills,IL,41.5905,-87.8414
Geneseo,IL,41.4509,-90.154
Winthrop Harbor,IL,42.4805,-87.8293
Greenville,IL,38.8867,-89.3894
Hillsboro,IL,39.1752,-89.4723
Vandalia,IL,38.9754,-89.1117
Johnsburg,IL,42.383,-88.2476
Countryside,IL,41.7741,-87.8752
Braidwood,IL,41.2695,-88.2235
Chillicothe,IL,40.9158,-89.502
Monticello,IL,40.0342,-88.5728
Pontoon Beach,IL,38.7208,-90.0609
Mount Zion,IL,39.7793,-88.8834
Metropolis,IL,37.1565,-88.7082
Bartonville,IL,40.6397,-89.6607
Elburn,IL,41.8852,-88.4606
Peoria Heights,IL,40.7466,-89.57
Volo,IL,42.3299,-88.1598
East Alton,IL,38.884,-90.1074
Lake Bluff,IL,42.2826,-87.851
Willow Springs,IL,41.7333,-87.8859
Northfield,IL,42.1025,-87.7791
Du Quoin,IL,38.0019,-89.2323
Carterville,IL,37.763,-89.0841
Beardstown,IL,39.9993,-90.4178
Lakemoor,IL,42.3396,-88.2039
Posen,IL,41.629,-87.6859
Carlinville,IL,39.2775,-89.8762
Spring Grove,IL,42.4545,-88.2399
Lake Holiday,IL,41.6159,-88.6683
Eureka,IL,40.7148,-89.2775
Lake Barrington,IL,42.2121,-88.1684
Spring Valley,IL,41.3362,-89.2038
Grandwood Park,IL,42.3927,-87.989
Wilmington,IL,41.3207,-88.164
Colona,IL,41.4678,-90.3446
Berkeley,IL,41.8891,-87.9115
Pana,IL,39.3829,-89.0642
Pinckneyville,IL,38.0851,-89.3717
Coal City,IL,41.2772,-88.2803
Hoopeston,IL,40.4608,-87.6635
Highwood,IL,42.206,-87.8128
Candlewick Lake,IL,42.3525,-88.8694
Genoa,IL,42.0926,-88.6964
Monee,IL,41.4181,-87.7502
Milan,IL,41.4415,-90.5593
Carmi,IL,38.0861,-88.1722
South Barrington,IL,42.0881,-88.158
Fairfield,IL,38.3798,-88.3723
Olympia Fields,IL,41.517,-87.6924
Creve Coeur,IL,40.6426,-89.5981
Palos Park,IL,41.6679,-87.8891
Robbins,IL,41.6431,-87.7081
Flora,IL,38.6688,-88.4758
Tuscola,IL,39.7968,-88.2749
Lebanon,IL,38.6005,-89.8114
Fox River Grove,IL,42.1955,-88.2147
Staunton,IL,39.0116,-89.791
Watseka,IL,40.7752,-87.7304
Stone Park,IL,41.9033,-87.8805
Beecher,IL,41.35,-87.6172
Auburn,IL,39.5763,-89.744
Sullivan,IL,39.5951,-88.6084
Poplar Grove,IL,42.3517,-88.8353
Lakewood,IL,42.2279,-88.3931
Cortland,IL,41.9255,-88.6794
Marseilles,IL,41.3099,-88.685
Centreville,IL,38.5799,-90.1037
Hometown,IL,41.7312,-87.7311
Lawrenceville,IL,38.7264,-87.6873
West Peoria,IL,40.697,-89.6399
Breese,IL,38.6138,-89.523
Paxton,IL,40.4563,-88.102
Anna,IL,37.4612,-89.2388
Barrington Hills,IL,42.1399,-88.2034
Scott AFB,IL,38.5412,-89.853
Freeburg,IL,38.4397,-89.9169
Smithton,IL,38.4159,-89.9902
Caseyville,IL,38.6302,-90.0339
Peotone,IL,41.3308,-87.7956
Pittsfield,IL,39.6201,-90.7936
Kildeer,IL,42.183,-88.0488
Burnham,IL,41.6375,-87.5447
Millstadt,IL,38.4579,-90.0834
Green Oaks,IL,42.2954,-87.9115
Sherman,IL,39.8876,-89.6066
Rosewood Heights,IL,38.8885,-90.0723
Indian Head Park,IL,41.769,-87.8977
Shelbyville,IL,39.4097,-88.8005
Wonder Lake,IL,42.3794,-88.3493
Metamora,IL,40.7951,-89.3672
Rosemont,IL,41.989,-87.8718
South Chicago Heights,IL,41.4831,-87.6369
Sparta,IL,38.1513,-89.7185
Dupo,IL,38.5146,-90.2168
Rochester,IL,39.7488,-89.5436
Oregon,IL,42.0132,-89.3354
Morrison,IL,41.8076,-89.9616
St. Joseph,IL,40.114,-88.0354
Marshall,IL,39.3986,-87.69
Aledo,IL,41.199,-90.7459
Dwight,IL,41.0983,-88.4249
Eldorado,IL,37.8114,-88.4415
Coal Valley,IL,41.4416,-90.4462
Riverwoods,IL,42.1723,-87.8951
Byron,IL,42.1223,-89.2665
Red Bud,IL,38.2096,-89.9989
Forsyth,IL,39.9259,-88.9641
Fairbury,IL,40.746,-88.5158
Deer Park,IL,42.1655,-88.0864
Gibson City,IL,40.4665,-88.3788
Abingdon,IL,40.8038,-90.4009
Tolono,IL,39.9914,-88.2625
Hainesville,IL,42.3415,-88.0686
Oglesby,IL,41.2932,-89.071
Riverton,IL,39.8456,-89.5363
Fulton,IL,41.865,-90.1593
Wadsworth,IL,42.4448,-87.9202
New Baden,IL,38.5367,-89.7071
Germantown Hills,IL,40.7711,-89.4669
Johnston City,IL,37.8214,-88.929
Pistakee Highlands,IL,42.4023,-88.2115
Westville,IL,40.0439,-87.6389
Virden,IL,39.506,-89.7711
Winnebago,IL,42.2671,-89.234
Holiday Shores,IL,38.9222,-89.936
Carlyle,IL,38.6217,-89.3734
Knoxville,IL,40.907,-90.2857
South Jacksonville,IL,39.7025,-90.2292
Sleepy Hollow,IL,42.0912,-88.3138
Havana,IL,40.295,-90.0566
Galena,IL,42.4218,-90.4293
Georgetown,IL,39.9774,-87.6354
Ingalls Park,IL,41.5204,-88.0345
Le Roy,IL,40.3395,-88.7628
East Dundee,IL,42.0972,-88.2545
Nashville,IL,38.3541,-89.377
Savanna,IL,42.0904,-90.1395
Mount Morris,IL,42.0484,-89.4294
Dixmoor,IL,41.633,-87.6673
Newton,IL,38.9872,-88.1643
Gillespie,IL,39.1258,-89.8174
Long Lake,IL,42.3758,-88.1276
El Paso,IL,40.7405,-89.0183
Ridgewood,IL,41.534,-88.0436
Lena,IL,42.3786,-89.8218
Sumner,IL,38.7196,-87.872
Heyworth,IL,40.3138,-88.9928
Bushnell,IL,40.5518,-90.5046
North Barrington,IL,42.2065,-88.1316
Round Lake Heights,IL,42.3855,-88.1038
Hamilton,IL,40.39,-91.3623
Arcola,IL,39.6833,-88.3013
Diamond,IL,41.2852,-88.2507
Madison,IL,38.7024,-90.1501
McLeansboro,IL,38.0902,-88.5388
Momence,IL,41.164,-87.663
Sheridan,IL,41.5293,-88.6804
Washington Park,IL,38.6285,-90.0928
Cherry Valley,IL,42.2223,-88.9715
Tilton,IL,40.0951,-87.6424
Oakwood Hills,IL,42.2478,-88.2401
Davis Junction,IL,42.1146,-89.0903
Trenton,IL,38.6083,-89.6852
Oakbrook Terrace,IL,41.8538,-87.9691
Venetian Village,IL,42.4012,-88.0468
Fairmont,IL,41.5614,-88.0587
Seneca,IL,41.3209,-88.5888
Marquette Heights,IL,40.6184,-89.6048
Preston Heights,IL,41.4951,-88.0809
Carrollton,IL,39.2948,-90.4062
Pawnee,IL,39.5937,-89.5846
Carthage,IL,40.4142,-91.1276
Wayne,IL,41.9494,-88.2584
Galva,IL,41.1689,-90.0375
Petersburg,IL,40.0143,-89.8452
Elwood,IL,41.4118,-88.1345
Rushville,IL,40.1199,-90.5666
Elmwood,IL,40.7804,-89.9662
Rockdale,IL,41.5048,-88.1248
Polo,IL,41.9847,-89.5791
Christopher,IL,37.9707,-89.0531
Amboy,IL,41.7287,-89.3685
Bellevue,IL,40.6877,-89.6731
Kenilworth,IL,42.0888,-87.7144
Casey,IL,39.3031,-87.9897
Aviston,IL,38.6162,-89.6087
Brighton,IL,39.0406,-90.1408
Fox Lake Hills,IL,42.4127,-88.127
Villa Grove,IL,39.8645,-88.16
Henry,IL,41.1172,-89.3569
Tremont,IL,40.5253,-89.4888
Altamont,IL,39.0566,-88.7477
Lake Summerset,IL,42.4519,-89.3986
Athens,IL,39.9618,-89.7217
Thornton,IL,41.5711,-87.6187
Lake of the Woods,IL,40.2056,-88.3725
Richmond,IL,42.4639,-88.3093
Nokomis,IL,39.3002,-89.2851
Hinckley,IL,41.7714,-88.6397
White Hall,IL,39.4388,-90.402
Mason City,IL,40.2022,-89.6974
Pecatonica,IL,42.3086,-89.3577
Fairmont City,IL,38.6504,-90.1024
Mount Olive,IL,39.0726,-89.7277
Cambridge,IL,41.2984,-90.1907
Albion,IL,38.3766,-88.058
South Roxana,IL,38.812,-90.0612
Mount Sterling,IL,39.9853,-90.7642
Prestbury,IL,41.7848,-88.4225
Jerome,IL,39.7677,-89.6785
Lexington,IL,40.647,-88.7841
Hudson,IL,40.6054,-88.9891
Atlanta,IL,40.2638,-89.2309
Crystal Lawns,IL,41.5685,-88.1638
Farmington,IL,40.697,-90.0024
Ina,IL,38.1499,-88.904
Greenup,IL,39.2484,-88.1598
Minonk,IL,40.9104,-89.0381
Arthur,IL,39.7144,-88.4696
Port Byron,IL,41.616,-90.328
Catlin,IL,40.0677,-87.708
Carbon Cliff,IL,41.4981,-90.3917
Maroa,IL,40.0365,-88.9561
Moweaqua,IL,39.6265,-89.0187
Mackinaw,IL,40.5341,-89.355
Earlville,IL,41.588,-88.9229
Prairie Grove,IL,42.277,-88.2695
Venice,IL,38.6719,-90.169
Hampton,IL,41.5555,-90.4047
Chenoa,IL,40.7389,-88.7259
Carrier Mills,IL,37.6886,-88.6294
Farmer City,IL,40.248,-88.6423
New Athens,IL,38.3188,-89.8743
Princeville,IL,40.9348,-89.7547
Alorton,IL,38.5849,-90.1138
Orion,IL,41.3514,-90.3762
Bridgeport,IL,38.7096,-87.759
Hodgkins,IL,41.7659,-87.8613
Hartford,IL,38.8183,-90.0915
Jonesboro,IL,37.451,-89.2666
Roanoke,IL,40.7968,-89.2023
Sesser,IL,38.0906,-89.051
Teutopolis,IL,39.132,-88.4795
Lewistown,IL,40.3969,-90.1554
Delavan,IL,40.371,-89.5461
Steeleville,IL,38.0086,-89.6624
Prophetstown,IL,41.6702,-89.9348
Fisher,IL,40.3157,-88.3503
Lacon,IL,41.0228,-89.4062
Mount Pulaski,IL,40.0102,-89.2839
Stockton,IL,42.3526,-90.002
Girard,IL,39.4466,-89.7821
Maple Park,IL,41.9095,-88.6076
Merrionette Park,IL,41.6812,-87.7012
Somonauk,IL,41.6419,-88.6733
Erie,IL,41.6589,-90.0813
Channel Lake,IL,42.483,-88.1491
Vienna,IL,37.4143,-88.8871
Knollwood,IL,42.2846,-87.8793
Ford Heights,IL,41.5109,-87.5814
Manito,IL,40.4201,-89.7806
Cairo,IL,37.0062,-89.1819
Port Barrington,IL,42.2441,-88.1947
De Pue,IL,41.328,-89.2959
Crainville,IL,37.7511,-89.06
Benld,IL,39.093,-89.8023
Winchester,IL,39.6298,-90.456
Grant Park,IL,41.2429,-87.6353
Southern View,IL,39.7543,-89.6511
Gilman,IL,40.7626,-87.9975
De Soto,IL,37.8163,-89.2269
Warsaw,IL,40.3509,-91.4277
Heritage Lake,IL,40.5454,-89.3309
Waterman,IL,41.7683,-88.7659
Mount Carroll,IL,42.0948,-89.977
Hillcrest,IL,41.9669,-89.0626
Kirkland,IL,42.0905,-88.849
North Pekin,IL,40.6114,-89.6225
Chrisman,IL,39.8044,-87.6749
Lanark,IL,42.1019,-89.8336
Zeigler,IL,37.9066,-89.0521
St. Elmo,IL,39.021,-88.8508
Westlake Village,IL,42.3112,-89.2906
Capron,IL,42.3986,-88.7394
Rome,IL,40.8754,-89.5129
Granville,IL,41.2658,-89.2307
Grayville,IL,38.2554,-87.997
Roodhouse,IL,39.484,-90.374
Dunlap,IL,40.848,-89.6719
Barry,IL,39.6982,-91.0399
Bement,IL,39.923,-88.5724
Hebron,IL,42.4652,-88.4344
St. Jacob,IL,38.7198,-89.768
The Galena Territory,IL,42.3955,-90.3184
Lake Camelot,IL,40.6341,-89.7509
Twin Grove,IL,40.4857,-89.0993
Arbury Hills,IL,41.5353,-87.8461
East Dubuque,IL,42.4888,-90.6278
Malta,IL,41.9291,-88.8669
Roxana,IL,38.8315,-90.0464
Forest Lake,IL,42.2103,-88.0531
Limestone,IL,41.1337,-87.9599
Downs,IL,40.3988,-88.8894
Williamsville,IL,39.9548,-89.5468
Albers,IL,38.5452,-89.6142
Durand,IL,42.4338,-89.3268
Wyoming,IL,41.0639,-89.7729
Toulon,IL,41.0935,-89.8633
Philo,IL,40.0033,-88.1563
Oakwood,IL,40.1101,-87.7769
Long Creek,IL,39.8053,-88.8474
Waverly,IL,39.5925,-89.9526
Oblong,IL,39.0022,-87.9107
Virginia,IL,39.9524,-90.2108
Bunker Hill,IL,39.0416,-89.9511
Oquawka,IL,40.9379,-90.9499
Gardner,IL,41.1931,-88.3146
Hanna City,IL,40.6936,-89.8059
Cerro Gordo,IL,39.8892,-88.7346
Harristown,IL,39.8429,-89.0608
Palestine,IL,39.0016,-87.6125
Payson,IL,39.8169,-91.2443
Neoga,IL,39.3215,-88.4502
Grandview,IL,39.8175,-89.618
Tower Lakes,IL,42.2315,-88.1537
Forreston,IL,42.1273,-89.5784
Leland Grove,IL,39.7787,-89.6838
Griggsville,IL,39.7078,-90.7276
Lake Catherine,IL,42.487,-88.1272
Norris City,IL,37.979,-88.3279
East Hazel Crest,IL,41.5758,-87.6503
Timberlane,IL,42.3372,-88.8696
Chatsworth,IL,40.7293,-88.2974
Okawville,IL,38.4344,-89.548
Bannockburn,IL,42.1932,-87.8695
Phoenix,IL,41.6118,-87.6308
Martinsville,IL,39.3381,-87.8814
Colchester,IL,40.4256,-90.7922
Warren,IL,42.4948,-89.9913
Kingston,IL,42.1008,-88.7619
La Harpe,IL,40.5848,-90.9695
Forest View,IL,41.8072,-87.7798
Milford,IL,40.6278,-87.6963
Greenfield,IL,39.3444,-90.208
Marissa,IL,38.2501,-89.7746
Ladd,IL,41.381,-89.2147
Clifton,IL,40.9348,-87.9343
Mazon,IL,41.2417,-88.4231
Camp Point,IL,40.0383,-91.0664
Lily Lake,IL,41.9516,-88.4743
Stillman Valley,IL,42.1055,-89.1791
Sheldon,IL,40.771,-87.5657
New Berlin,IL,39.7261,-89.9143
Atkinson,IL,41.4168,-90.0087
Bonnie Brae,IL,41.5999,-88.0343
Herscher,IL,41.0493,-88.1006
Andalusia,IL,41.4372,-90.7165
Bull Valley,IL,42.3227,-88.3633
Warrensburg,IL,39.932,-89.0628
Valmeyer,IL,38.3064,-90.2979
Shawneetown,IL,37.7157,-88.1866
Gridley,IL,40.7437,-88.8809
Kincaid,IL,39.5868,-89.4166
New Milford,IL,42.175,-89.0569
Walnut,IL,41.5571,-89.5912
Bethany,IL,39.6443,-88.7411
Onarga,IL,40.7153,-88.0108
Germantown,IL,38.5552,-89.5412
Ashland,IL,39.8886,-90.0078
Newark,IL,41.5368,-88.5803
Big Rock,IL,41.7668,-88.5265
St. Anne,IL,41.023,-87.7179
Marine,IL,38.7868,-89.7789
Toledo,IL,39.2728,-88.2419
Divernon,IL,39.5707,-89.6547
Assumption,IL,39.518,-89.0478
Edinburg,IL,39.658,-89.3905
Energy,IL,37.774,-89.0244
Louisville,IL,38.7695,-88.5067
Chebanse,IL,41.0057,-87.9098
North Utica,IL,41.3536,-89.0109
Washburn,IL,40.9203,-89.2916
Toluca,IL,41.0044,-89.1339
Viola,IL,41.2053,-90.5863
Third Lake,IL,42.3709,-88.0122
Cobden,IL,37.5335,-89.2545
Mitchell,IL,38.7631,-90.0816
Central City,IL,38.5484,-89.1284
Goreville,IL,37.5611,-88.9557
Homer,IL,40.0329,-87.9578
Mendon,IL,40.0892,-91.2858
Wenona,IL,41.0487,-89.0523
Minier,IL,40.4336,-89.3139
Oreana,IL,39.9379,-88.8684
Milledgeville,IL,41.9636,-89.7747
Royalton,IL,37.8773,-89.1142
Lovington,IL,39.7151,-88.6337
Wamac,IL,38.4973,-89.1457
Sandoval,IL,38.6121,-89.1193
Atwood,IL,39.7992,-88.4626
Colfax,IL,40.5666,-88.616
Lockport Heights,IL,41.6215,-88.0224
Rossville,IL,40.3814,-87.6699
Cambria,IL,37.7793,-89.1189
Danvers,IL,40.53,-89.1751
Percy,IL,38.0153,-89.6188
Macon,IL,39.7117,-88.9965
McCullom Lake,IL,42.368,-88.2965
Windsor,IL,39.4389,-88.5953
Sidney,IL,40.025,-88.0721
Galatia,IL,37.8414,-88.6148
Morrisonville,IL,39.4217,-89.459
Blue Mound,IL,39.7004,-89.1185
Wayne City,IL,38.3481,-88.5895
Coyne Center,IL,41.4006,-90.5627
Wyanet,IL,41.361,-89.5828
Essex,IL,41.1819,-88.1926
Forrest,IL,40.7511,-88.4096
Thomasboro,IL,40.2438,-88.1876
Franklin Grove,IL,41.8408,-89.3005
South Pekin,IL,40.4955,-89.6524
Raymond,IL,39.3198,-89.5745
Leland,IL,41.616,-88.7982
Stronghurst,IL,40.7463,-90.9094
Astoria,IL,40.2279,-90.3565
Oakland,IL,39.6574,-88.0275
Argenta,IL,39.9855,-88.8197
Tilden,IL,38.2124,-89.684
Mansfield,IL,40.2125,-88.5084
Beckemeyer,IL,38.6058,-89.4321
Rosiclare,IL,37.4239,-88.3501
Odell,IL,41.0023,-88.523
Cuba,IL,40.4936,-90.1933
Rapids City,IL,41.5786,-90.3399
Pleasant Hill,IL,39.4432,-90.873
Loami,IL,39.6748,-89.8473
Odin,IL,38.6159,-89.0541
Paw Paw,IL,41.6877,-88.98
Spaulding,IL,39.8663,-89.5447
Ridge Farm,IL,39.8957,-87.652
Ramsey,IL,39.1457,-89.1103
Goodfield,IL,40.6266,-89.2688
Elizabeth,IL,42.3164,-90.2216
Hamel,IL,38.8894,-89.8425
Flanagan,IL,40.8771,-88.8596
Mounds,IL,37.1145,-89.2023
Dieterich,IL,39.0604,-88.3815
Illiopolis,IL,39.8498,-89.2521
Shabbona,IL,41.7654,-88.8845
Annawan,IL,41.3958,-89.8882
Nauvoo,IL,40.5457,-91.3829
Matherville,IL,41.2594,-90.6055
Cissna Park,IL,40.567,-87.8922
Harrison,IL,37.7979,-89.3364
Ogden,IL,40.115,-87.9563
Pocahontas,IL,38.8234,-89.5394
Meredosia,IL,39.8308,-90.5569
Braceville,IL,41.228,-88.2464
Greenview,IL,40.0849,-89.7406
West Salem,IL,38.5198,-88.0092
Hurst,IL,37.8349,-89.1443
Dallas City,IL,40.6353,-91.1645
Brownstown,IL,38.9942,-88.9554
Glasford,IL,40.5728,-89.813
Indian Creek,IL,42.2272,-87.9783
Hennepin,IL,41.2589,-89.3216
Crossville,IL,38.1626,-88.0643
Gifford,IL,40.3079,-88.0214
Mechanicsburg,IL,39.8021,-89.4067
Orangeville,IL,42.4659,-89.6469
Sheffield,IL,41.358,-89.7391
Kansas,IL,39.5544,-87.9396
Brookport,IL,37.1261,-88.6276
Ashkum,IL,40.8783,-87.9533
Clay City,IL,38.6858,-88.3486
Tovey,IL,39.5883,-89.4486
Pearl City,IL,42.2668,-89.8271
Livingston,IL,38.9684,-89.7641
Evansville,IL,38.0889,-89.9322
Worden,IL,38.9316,-89.8402
Ashton,IL,41.8682,-89.2225
Willow Lake,IL,42.3333,-89.6356
Roseville,IL,40.7307,-90.6638
Chemung,IL,42.4162,-88.6641
Ashmore,IL,39.5306,-88.0201
Green Valley,IL,40.4072,-89.6443
Oneida,IL,41.0722,-90.2247
Shannon,IL,42.1525,-89.7402
Golconda,IL,37.3619,-88.487
Coulterville,IL,38.185,-89.6045
Bartelso,IL,38.5371,-89.4672
Hanover,IL,42.2553,-90.2737
Woodhull,IL,41.1784,-90.3221
Hopedale,IL,40.4233,-89.4214
Albany,IL,41.7861,-90.2163
Potomac,IL,40.3067,-87.7977
Congerville,IL,40.6168,-89.2051
Pleasant Plains,IL,39.8747,-89.9183
Elkville,IL,37.91,-89.2367
Mulberry Grove,IL,38.9245,-89.2662
Niantic,IL,39.8541,-89.1653
Hardin,IL,39.1591,-90.6248
Newman,IL,39.797,-87.9878
La Moille,IL,41.5299,-89.2833
Kinmundy,IL,38.7729,-88.8527
Mound City,IL,37.0854,-89.1628
Stonington,IL,39.6385,-89.1921
Stewardson,IL,39.2637,-88.6302
McLean,IL,40.3136,-89.1686
Golden,IL,40.1104,-91.0193
Alexis,IL,41.063,-90.5555
Alpha,IL,41.1915,-90.3805
Cordova,IL,41.6775,-90.3218
Wataga,IL,41.0253,-90.2754
Brimfield,IL,40.8379,-89.8827
Farina,IL,38.8302,-88.7796
Tampico,IL,41.6309,-89.7849
Ringwood,IL,42.3973,-88.304
Yates City,IL,40.7776,-90.0139
Bradford,IL,41.1772,-89.6583
Tiskilwa,IL,41.2928,-89.5082
Piper City,IL,40.7562,-88.189
Allendale,IL,38.5276,-87.7103
Ridgway,IL,37.7979,-88.2606
Watson,IL,39.0261,-88.5685
Tonica,IL,41.2159,-89.0702
Taylor Springs,IL,39.1312,-89.4946
Carlock,IL,40.5835,-89.1288
Patoka,IL,38.754,-89.0958
Bluffs,IL,39.7494,-90.5352
Valier,IL,38.0176,-89.0438
Hoffman,IL,38.5404,-89.2644
Farmersville,IL,39.4412,-89.6521
Sherrard,IL,41.3109,-90.4991
Bowen,IL,40.2321,-91.0633
Apple Canyon Lake,IL,42.4302,-90.1642
Saybrook,IL,40.4283,-88.5266
North City,IL,37.9918,-89.0635
Lake Carroll,IL,42.1705,-89.8699
Dahlgren,IL,38.198,-88.6847
Franklin,IL,39.6205,-90.0477
Shipman,IL,39.1203,-90.0452
Dakota,IL,42.388,-89.5265
Enfield,IL,38.1008,-88.3382
Bedford Park,IL,41.7669,-87.7915
Reynolds,IL,41.3319,-90.6723
Kirkwood,IL,40.8678,-90.7483
Tamaroa,IL,38.1364,-89.2293
Findlay,IL,39.5223,-88.7546
Lake Petersburg,IL,39.9831,-89.8652
Cedarville,IL,42.3757,-89.6362
Como,IL,41.7662,-89.7657
Elsah,IL,38.9541,-90.3553
Millington,IL,41.5623,-88.6024
Junction City,IL,38.5774,-89.1258
Augusta,IL,40.2307,-90.95
Keithsburg,IL,41.1004,-90.9353
Dalton City,IL,39.7169,-88.807
Holiday Hills,IL,42.2978,-88.2292
Grand Ridge,IL,41.2361,-88.831
Dawson,IL,39.853,-89.4619
Woodlawn,IL,38.3283,-89.0345
Avon,IL,40.662,-90.4352
Dalzell,IL,41.3559,-89.1763
Mettawa,IL,42.2445,-87.9197
South Wilmington,IL,41.1745,-88.2795
Tamms,IL,37.2416,-89.2713
St. Libory,IL,38.3634,-89.7135
Irvington,IL,38.4386,-89.1602
Witt,IL,39.2539,-89.3488
Grafton,IL,38.9764,-90.4258
Dongola,IL,37.3599,-89.1654
Fairmount,IL,40.0456,-87.8293
Union,IL,42.2316,-88.5448
Oak Run,IL,40.9635,-90.1331
Brooklyn,IL,38.6542,-90.1679
Alhambra,IL,38.8878,-89.7362
Murrayville,IL,39.5817,-90.2518
Aroma Park,IL,41.0788,-87.8011
Godley,IL,41.2385,-88.2452
Deer Creek,IL,40.6293,-89.3313
New Boston,IL,41.1698,-90.9998
Blandinsville,IL,40.554,-90.8683
Mount Auburn,IL,39.7649,-89.2608
Noble,IL,38.6974,-88.2232
Clayton,IL,40.0301,-90.958
Hutsonville,IL,39.1085,-87.6606
Altona,IL,41.115,-90.1648
Stanford,IL,40.4322,-89.2209
Grand Tower,IL,37.6343,-89.5013
East Galesburg,IL,40.9429,-90.3109
Creston,IL,41.9335,-88.9742
Lyndon,IL,41.7174,-89.924
Keyesport,IL,38.746,-89.2737
Vermont,IL,40.2957,-90.429
Hopkins Park,IL,41.069,-87.606
Tallula,IL,39.9457,-89.9365
Thayer,IL,39.5404,-89.758
Pittsburg,IL,37.7771,-88.8499
Wilsonville,IL,39.0694,-89.8553
Woodson,IL,39.6273,-90.2257
Ohio,IL,41.556,-89.4599
Palmyra,IL,39.4345,-89.9959
West City,IL,37.9962,-88.947
Buda,IL,41.329,-89.6793
Chadwick,IL,42.0142,-89.8885
St. Rose,IL,38.6826,-89.5536
Cisne,IL,38.5141,-88.4371
Lakewood Shores,IL,41.28,-88.1443
Ullin,IL,37.2776,-89.1752
Ava,IL,37.8886,-89.4965
Cullom,IL,40.8784,-88.2699
Bismarck,IL,40.2594,-87.6112
Hecker,IL,38.3054,-89.9934
Thompsonville,IL,37.9144,-88.7622
Olive Branch,IL,37.1757,-89.3525
Rankin,IL,40.4645,-87.8959
Fithian,IL,40.1143,-87.875
Ursa,IL,40.0742,-91.3723
Camargo,IL,39.7991,-88.1671
Coffeen,IL,39.0883,-89.3898
Trout Valley,IL,42.1978,-88.2538
San Jose,IL,40.3051,-89.6048
Schram City,IL,39.1631,-89.4609
Bluford,IL,38.3257,-88.735
Hillsdale,IL,41.6108,-90.1752
Kaneville,IL,41.8332,-88.5216
Willisville,IL,37.9828,-89.5898
Hammond,IL,39.7994,-88.5921
Strasburg,IL,39.3498,-88.6219
Garden Prairie,IL,42.2534,-88.7178
German Valley,IL,42.2143,-89.4844
Chapin,IL,39.7669,-90.4027
Sidell,IL,39.9097,-87.8236
Golf,IL,42.0586,-87.785
Damiansville,IL,38.5088,-89.6151
Westfield,IL,39.4555,-87.9963
Chandlerville,IL,40.047,-90.1512
Dix,IL,38.443,-88.9423
Sun River Terrace,IL,41.1254,-87.7337
Bonfield,IL,41.145,-88.0542
Danforth,IL,40.822,-87.9778
Industry,IL,40.327,-90.6082
Sorento,IL,39.0008,-89.5748
St. Francisville,IL,38.5918,-87.6474
Elkhart,IL,40.0136,-89.4727
Makanda,IL,37.621,-89.2357
Tower Hill,IL,39.3868,-88.9592
Lost Nation,IL,41.9125,-89.369
St. David,IL,40.492,-90.0519
Ipava,IL,40.3526,-90.3235
Rest Haven,IL,41.2577,-88.1311
