Chicago,IL,41.8375,-87.6866
Cicero,IL,41.8445,-87.7593
Berwyn,IL,41.8433,-87.7909
Riverside,IL,41.8310,-87.8169
North Riverside,IL,41.8461,-87.8263
Broadview,IL,41.8583,-87.8562
Westchester,IL,41.8492,-87.8906
Hillside,IL,41.8675,-87.9019
Berkeley,IL,41.8891,-87.9115
Elmhurst,IL,41.8973,-87.9432
Villa Park,IL,41.8865,-87.9779
Lombard,IL,41.8741,-88.0157
Glen Ellyn,IL,41.8666,-88.0629
Wheaton,IL,41.8561,-88.1085
Winfield,IL,41.8787,-88.1507
West Chicago,IL,41.8960,-88.2253
Wayne,IL,41.9494,-88.2584
St. Charles,IL,41.9193,-88.3109
Geneva,IL,41.8833,-88.3242
North Aurora,IL,41.8086,-88.3414
Prestbury,IL,41.7848,-88.4225
Sugar Grove,IL,41.7759,-88.4481
Big Rock,IL,41.7668,-88.5265
Hinckley,IL,41.7714,-88.6397
Waterman,IL,41.7683,-88.7659
Shabbona,IL,41.7654,-88.8845
Lee,IL,41.7955,-88.9417
Steward,IL,41.8493,-89.0150
Rochelle,IL,41.9197,-89.0629
Kings,IL,42.0031,-89.1070
Stillman Valley,IL,42.1055,-89.1791
Byron,IL,42.1223,-89.2665
Leaf River,IL,42.1233,-89.4040
Adeline,IL,42.1406,-89.4919
Forreston,IL,42.1273,-89.5784
Baileyville,IL,42.1984,-89.5946
Freeport,IL,42.2891,-89.6346
Willow Lake,IL,42.3333,-89.6356
Cedarville,IL,42.3757,-89.6362
Orangeville,IL,42.4659,-89.6469
Winslow,IL,42.4929,-89.7948
South Wayne,WI,42.5676,-89.8763
Wiota,WI,42.6368,-89.9493
Gratiot,WI,42.5799,-90.0238
Apple River,IL,42.5022,-90.0937
Apple Canyon Lake,IL,42.4302,-90.1642
Scales Mound,IL,42.4750,-90.2525
The Galena Territory,IL,42.3955,-90.3184
Galena,IL,42.4218,-90.4293
Menominee,IL,42.4747,-90.5429
East Dubuque,IL,42.4888,-90.6278
Dubuque,IA,42.5002,-90.7070
Asbury,IA,42.5120,-90.7802
Centralia,IA,42.4723,-90.8362
Peosta,IA,42.4477,-90.8448
Graf,IA,42.4939,-90.8733
Epworth,IA,42.4465,-90.9314
Farley,IA,42.4438,-91.0093
Dyersville,IA,42.4818,-91.1178
Worthington,IA,42.3980,-91.1207
Hopkinton,IA,42.3428,-91.2490
Delhi,IA,42.4303,-91.3307
Delaware,IA,42.4718,-91.3391
Manchester,IA,42.4854,-91.4557
Masonville,IA,42.4798,-91.5915
